id,delito,fecha_peticion,fecha_resolucion,resultado,tiempo_resolucion,ano_peticion,mes_peticion,dia_peticion,resuelta
92,homicidio,2007-12-07,2008-03-10,concedida,8121600s (~13.43 weeks),2007,12,07,si
93,homicidio,2007-12-07,2008-04-14,concedida,11145600s (~18.43 weeks),2007,12,07,si
94,violacion,2007-12-11,2008-03-10,concedida,7776000s (~12.86 weeks),2007,12,11,si
94,secuestro,2007-12-11,2008-03-10,concedida,7776000s (~12.86 weeks),2007,12,11,si
95,homicidio,2007-12-12,2007-12-31,concedida,1641600s (~2.71 weeks),2007,12,12,si
95,lesiones,2007-12-12,2007-12-31,concedida,1641600s (~2.71 weeks),2007,12,12,si
95,secuestro,2007-12-12,2007-12-31,concedida,1641600s (~2.71 weeks),2007,12,12,si
96,delito_sexual_menores,2007-12-18,2008-08-11,concedida,20476800s (~33.86 weeks),2007,12,18,si
97,homicidio,2007-12-20,2008-02-25,concedida,5788800s (~9.57 weeks),2007,12,20,si
98,delito_contra_la_salud,2007-12-27,2008-04-14,concedida,9417600s (~15.57 weeks),2007,12,27,si
99,delito_contra_la_salud,2007-12-27,2008-04-08,concedida,8899200s (~14.71 weeks),2007,12,27,si
100,delito_contra_la_salud,2007-12-28,2008-02-25,concedida,5097600s (~8.43 weeks),2007,12,28,si
101,delito_contra_la_salud,2008-01-03,2008-03-14,concedida,6134400s (~10.14 weeks),2008,01,03,si
102,homicidio,2008-01-08,2008-04-08,concedida,7862400s (~13 weeks),2008,01,08,si
102,homicidio,2008-01-08,2008-04-08,concedida,7862400s (~13 weeks),2008,01,08,si
103,asociacion_delictuosa,2008-01-10,2009-07-02,concedida,46569600s (~1.48 years),2008,01,10,si
103,fraude,2008-01-10,2009-07-02,concedida,46569600s (~1.48 years),2008,01,10,si
103,falsificacion,2008-01-10,2009-07-02,concedida,46569600s (~1.48 years),2008,01,10,si
104,asociacion_delictuosa,2008-01-10,2009-07-02,concedida,46569600s (~1.48 years),2008,01,10,si
104,fraude,2008-01-10,2009-07-02,concedida,46569600s (~1.48 years),2008,01,10,si
104,falsificacion,2008-01-10,2009-07-02,concedida,46569600s (~1.48 years),2008,01,10,si
105,asociacion_delictuosa,2008-01-10,2009-07-02,concedida,46569600s (~1.48 years),2008,01,10,si
105,fraude,2008-01-10,2009-07-02,concedida,46569600s (~1.48 years),2008,01,10,si
105,falsificacion,2008-01-10,2009-07-02,concedida,46569600s (~1.48 years),2008,01,10,si
106,delito_sexual_menores,2008-01-18,2008-04-02,negada,6480000s (~10.71 weeks),2008,01,18,no
107,lesiones,2008-01-21,2008-02-27,concedida,3196800s (~5.29 weeks),2008,01,21,si
108,delito_contra_la_salud,2008-01-25,2008-03-14,concedida,4233600s (~7 weeks),2008,01,25,si
109,homicidio,2008-02-01,2008-04-08,concedida,5788800s (~9.57 weeks),2008,02,01,si
110,trafico_de_personas,2008-02-01,2008-03-10,concedida,3283200s (~5.43 weeks),2008,02,01,si
111,delitos_sexuales,2008-02-01,2010-04-14,concedida,69379200s (~2.2 years),2008,02,01,si
111,delitos_cometidos_contra_menores,2008-02-01,2010-04-14,concedida,69379200s (~2.2 years),2008,02,01,si
112,homicidio,2008-02-12,2008-03-10,concedida,2332800s (~3.86 weeks),2008,02,12,si
113,homicidio,2008-02-15,2008-03-10,concedida,2073600s (~3.43 weeks),2008,02,15,si
114,homicidio,2008-02-15,2008-05-14,concedida,7689600s (~12.71 weeks),2008,02,15,si
114,violacion,2008-02-15,2008-05-14,concedida,7689600s (~12.71 weeks),2008,02,15,si
114,delito_sexual,2008-02-15,2008-05-14,concedida,7689600s (~12.71 weeks),2008,02,15,si
115,homicidio,2008-02-26,2008-05-07,concedida,6134400s (~10.14 weeks),2008,02,26,si
116,homicidio,2008-03-06,2008-04-28,concedida,4579200s (~7.57 weeks),2008,03,06,si
117,homicidio,2008-03-06,2008-06-30,concedida,10022400s (~16.57 weeks),2008,03,06,si
118,delito_contra_la_salud,2008-03-07,2009-05-22,concedida,38102400s (~1.21 years),2008,03,07,si
118,lavado_de_dinero,2008-03-07,2009-05-22,concedida,38102400s (~1.21 years),2008,03,07,si
118,asociacion_delictuosa,2008-03-07,2009-05-22,concedida,38102400s (~1.21 years),2008,03,07,si
119,delito_contra_la_salud,2008-03-07,2009-05-22,concedida,38102400s (~1.21 years),2008,03,07,si
119,lavado_de_dinero,2008-03-07,2009-05-22,concedida,38102400s (~1.21 years),2008,03,07,si
119,asociacion_delictuosa,2008-03-07,2009-05-22,concedida,38102400s (~1.21 years),2008,03,07,si
120,delito_contra_la_salud,2008-03-07,2009-05-22,concedida,38102400s (~1.21 years),2008,03,07,si
120,lavado_de_dinero,2008-03-07,2009-05-22,concedida,38102400s (~1.21 years),2008,03,07,si
120,delito_con_arma_de_fuego,2008-03-07,2009-05-22,concedida,38102400s (~1.21 years),2008,03,07,si
121,homicidio,2008-03-07,2008-06-12,concedida,8380800s (~13.86 weeks),2008,03,07,si
122,delito_sexual_menores,2008-03-14,2008-04-22,concedida,3369600s (~5.57 weeks),2008,03,14,si
123,delito_contra_la_salud,2008-03-14,2008-05-30,concedida,6652800s (~11 weeks),2008,03,14,si
124,homicidio,2008-03-18,2008-07-02,concedida,9158400s (~15.14 weeks),2008,03,18,si
125,homicidio,2008-03-31,2008-07-16,concedida,9244800s (~15.29 weeks),2008,03,31,si
126,homicidio,2008-04-02,NA,n/a,NA,2008,04,02,no
126,robo,2008-04-02,NA,n/a,NA,2008,04,02,no
126,robo,2008-04-02,NA,n/a,NA,2008,04,02,no
126,allanamiento_de_morada,2008-04-02,NA,n/a,NA,2008,04,02,no
126,secuestro,2008-04-02,NA,n/a,NA,2008,04,02,no
127,delito_contra_la_salud,2008-04-07,2008-06-11,concedida,5616000s (~9.29 weeks),2008,04,07,si
127,lavado_de_dinero,2008-04-07,2008-06-11,concedida,5616000s (~9.29 weeks),2008,04,07,si
128,homicidio,2008-04-08,2008-05-14,concedida,3110400s (~5.14 weeks),2008,04,08,si
128,delito_con_arma_de_fuego,2008-04-08,2008-05-14,concedida,3110400s (~5.14 weeks),2008,04,08,si
129,violacion,2008-04-11,2008-06-30,concedida,6912000s (~11.43 weeks),2008,04,11,si
130,delito_contra_la_salud,2008-04-14,2008-07-07,concedida,7257600s (~12 weeks),2008,04,14,si
131,delito_contra_la_salud,2008-05-09,2009-07-06,concedida,36547200s (~1.16 years),2008,05,09,si
132,homicidio,2008-05-09,2008-07-18,concedida,6048000s (~10 weeks),2008,05,09,si
133,delito_sexual_menores,2008-05-09,2008-07-14,negada,5702400s (~9.43 weeks),2008,05,09,no
134,delito_contra_la_salud,2008-05-09,2008-08-14,concedida,8380800s (~13.86 weeks),2008,05,09,si
135,delito_contra_la_salud,2008-05-24,2008-11-10,concedida,14688000s (~24.29 weeks),2008,05,24,si
135,lavado_de_dinero,2008-05-24,2008-11-10,concedida,14688000s (~24.29 weeks),2008,05,24,si
136,homicidio,2008-05-26,2008-07-30,negada,5616000s (~9.29 weeks),2008,05,26,no
137,homicidio,NA,2008-09-09,concedida,NA,NA,NA,NA,si
137,delito_con_arma_de_fuego,2008-05-29,2008-09-09,concedida,8899200s (~14.71 weeks),2008,05,29,si
138,delito_sexual_menores,2008-05-30,2008-06-30,concedida,2678400s (~4.43 weeks),2008,05,30,si
139,robo,2008-05-30,2008-07-07,concedida,3283200s (~5.43 weeks),2008,05,30,si
139,secuestro,2008-05-30,2008-07-07,concedida,3283200s (~5.43 weeks),2008,05,30,si
139,allanamiento_de_morada,2008-05-30,2008-07-07,concedida,3283200s (~5.43 weeks),2008,05,30,si
140,homicidio,2008-06-02,2008-07-02,concedida,2592000s (~4.29 weeks),2008,06,02,si
140,lesiones,2008-06-02,2008-07-02,concedida,2592000s (~4.29 weeks),2008,06,02,si
141,homicidio,2008-06-05,2008-09-04,concedida,7862400s (~13 weeks),2008,06,05,si
141,fraude,2008-06-05,2008-09-04,concedida,7862400s (~13 weeks),2008,06,05,si
141,robo,2008-06-05,2008-09-04,concedida,7862400s (~13 weeks),2008,06,05,si
142,homicidio,2008-06-05,2008-07-02,concedida,2332800s (~3.86 weeks),2008,06,05,si
142,homicidio,2008-06-05,2008-07-02,concedida,2332800s (~3.86 weeks),2008,06,05,si
143,delito_sexual_menores,2008-06-06,2008-07-02,concedida,2246400s (~3.71 weeks),2008,06,06,si
144,homicidio,2008-06-07,2008-08-22,concedida,6566400s (~10.86 weeks),2008,06,07,si
145,delito_sexual_menores,2008-06-09,NA,n/a,NA,2008,06,09,no
146,homicidio,2008-06-19,2008-07-18,concedida,2505600s (~4.14 weeks),2008,06,19,si
147,homicidio,2008-06-19,2008-10-10,concedida,9763200s (~16.14 weeks),2008,06,19,si
148,homicidio,2008-06-20,2008-08-11,concedida,4492800s (~7.43 weeks),2008,06,20,si
149,asociacion_delictuosa,2008-06-20,2011-05-16,concedida,91584000s (~2.9 years),2008,06,20,si
149,delito_contra_la_salud,2008-06-20,2011-05-16,concedida,91584000s (~2.9 years),2008,06,20,si
149,lavado_de_dinero,2008-06-20,2011-05-16,concedida,91584000s (~2.9 years),2008,06,20,si
150,homicidio,2008-06-27,2008-12-15,concedida,14774400s (~24.43 weeks),2008,06,27,si
151,delito_sexual_menores,2008-06-27,2008-09-24,concedida,7689600s (~12.71 weeks),2008,06,27,si
152,secuestro,2008-07-02,NA,n/a,NA,2008,07,02,no
152,amenazas,2008-07-02,NA,n/a,NA,2008,07,02,no
153,homicidio,2008-07-04,2008-07-16,concedida,1036800s (~1.71 weeks),2008,07,04,si
154,delito_contra_la_salud,2008-07-11,2008-08-11,concedida,2678400s (~4.43 weeks),2008,07,11,si
155,delito_sexual_menores,2008-07-11,2008-08-22,concedida,3628800s (~6 weeks),2008,07,11,si
156,homicidio,2008-07-11,2008-09-18,concedida,5961600s (~9.86 weeks),2008,07,11,si
157,robo,2008-07-14,2009-08-28,concedida,35424000s (~1.12 years),2008,07,14,si
157,robo,2008-07-14,2009-08-28,concedida,35424000s (~1.12 years),2008,07,14,si
157,secuestro,2008-07-14,2009-08-28,concedida,35424000s (~1.12 years),2008,07,14,si
157,asalto_sexual,2008-07-14,2009-08-28,concedida,35424000s (~1.12 years),2008,07,14,si
158,homicidio,2008-07-18,2009-07-29,concedida,32486400s (~1.03 years),2008,07,18,si
158,robo,2008-07-18,2009-07-29,concedida,32486400s (~1.03 years),2008,07,18,si
158,robo,2008-07-18,2009-07-29,concedida,32486400s (~1.03 years),2008,07,18,si
158,allanamiento_de_morada,2008-07-18,2009-07-29,concedida,32486400s (~1.03 years),2008,07,18,si
158,secuestro,2008-07-18,2009-07-29,concedida,32486400s (~1.03 years),2008,07,18,si
159,delito_contra_la_salud,2008-07-20,2008-08-22,concedida,2851200s (~4.71 weeks),2008,07,20,si
160,homicidio,2008-07-25,2008-11-12,concedida,9504000s (~15.71 weeks),2008,07,25,si
161,homicidio,2008-07-25,2009-01-28,concedida,16156800s (~26.71 weeks),2008,07,25,si
162,delito_contra_la_salud,2008-07-26,2008-11-19,concedida,10022400s (~16.57 weeks),2008,07,26,si
163,delito_sexual_menores,2008-08-01,2008-10-14,concedida,6393600s (~10.57 weeks),2008,08,01,si
164,delito_sexual_menores,2008-08-01,2008-09-24,concedida,4665600s (~7.71 weeks),2008,08,01,si
165,delito_sexual_menores,2008-08-01,2008-10-14,concedida,6393600s (~10.57 weeks),2008,08,01,si
166,delito_contra_la_salud,2008-08-15,2009-06-05,concedida,25401600s (~42 weeks),2008,08,15,si
167,delito_sexual_menores,2008-09-05,2008-11-19,concedida,6480000s (~10.71 weeks),2008,09,05,si
168,homicidio,2008-09-10,2008-11-10,concedida,5270400s (~8.71 weeks),2008,09,10,si
168,robo,2008-09-10,2008-11-10,concedida,5270400s (~8.71 weeks),2008,09,10,si
169,delito_contra_la_salud,2008-09-12,2008-12-15,concedida,8121600s (~13.43 weeks),2008,09,12,si
170,homicidio,2008-09-19,2008-12-19,concedida,7862400s (~13 weeks),2008,09,19,si
171,secuestro,2008-09-23,2008-11-12,concedida,4320000s (~7.14 weeks),2008,09,23,si
172,fraude,2008-09-26,2008-12-19,concedida,7257600s (~12 weeks),2008,09,26,si
172,lavado_de_dinero,2008-09-26,2008-12-19,concedida,7257600s (~12 weeks),2008,09,26,si
172,contrabando,2008-09-26,2008-12-19,concedida,7257600s (~12 weeks),2008,09,26,si
173,delito_sexual_menores,2008-10-03,2008-11-10,concedida,3283200s (~5.43 weeks),2008,10,03,si
174,delito_sexual_menores,2008-10-08,2008-11-27,concedida,4320000s (~7.14 weeks),2008,10,08,si
175,homicidio,2008-10-17,2008-11-27,concedida,3542400s (~5.86 weeks),2008,10,17,si
176,violacion,2008-10-24,2008-12-19,concedida,4838400s (~8 weeks),2008,10,24,si
176,delitos_sexuales,2008-10-24,2008-12-19,concedida,4838400s (~8 weeks),2008,10,24,si
177,delito_sexual_menores,2008-10-24,2008-12-19,concedida,4838400s (~8 weeks),2008,10,24,si
178,asalto,2008-10-30,2008-11-26,concedida,2332800s (~3.86 weeks),2008,10,30,si
